answer_body,truth,answer_id
"['C-style casts conflate const_cast, static_cast, and reinterpret_cast.', ""I wish C++ didn't have C-style casts."", 'C++ casts stand out properly (as they should; casts are normally indicative of doing something bad) and properly distinguish between the different kinds of conversion that casts perform.', 'They also permit similar-looking functions to be written, e.g.', 'boost::lexical_cast, which is quite nice from a consistency perspective.']","[0, 2]",28052
"['FYI, I believe Bjarne Stroustrup is quoted as saying that C-style casts are to be avoided and that you should use static_cast or dynamic_cast if at all possible.', ""Barne Stroustrup's C++ style FAQ"", 'Take that advice for what you will.', ""I'm far from being a C++ guru.""]","[0, 1]",28054
"['Avoid using C-Style casts.', ""C-style casts are a mix of const and reinterpret cast, and it's difficult to find-and-replace in your code."", 'A C++ application programmer should avoid C-style cast.']",[0],103914
"['static_cast', '<code>static_cast</code> is used for cases where you basically want to reverse an implicit conversion, with a few restrictions and additions.', '<code>static_cast</code> performs no runtime checks.', 'This should be used if you know that you refer to an object of a specific type, and thus a check would be unnecessary.', 'Example:', ""In this example, you know that you passed a <code>MyClass</code> object, and thus there isn't any need for a runtime check to ensure this."", 'dynamic_cast', ""<code>dynamic_cast</code> is useful when you don't know what the dynamic type of the object is."", ""It returns a null pointer if the object referred to doesn't contain the type casted to as a base class (when you cast to a reference, a <code>bad_cast</code> exception is thrown in that case)."", 'You cannot use <code>dynamic_cast</code> if you downcast (cast to a derived class) and the argument type is not polymorphic.', ""For example, the following code is not valid, because <code>Base</code> doesn't contain any virtual function:"", 'An ""up-cast"" (cast to the base class) is always valid with both <code>static_cast</code> and <code>dynamic_cast</code>, and also without any cast, as an ""up-cast"" is an implicit conversion.', 'Regular Cast', 'These casts are also called C-style cast.', 'A C-style cast is basically identical to trying out a range of sequences of C++ casts, and taking the first C++ cast that works, without ever considering <code>dynamic_cast</code>.', ""Needless to say, this is much more powerful as it combines all of <code>const_cast</code>, <code>static_cast</code> and <code>reinterpret_cast</code>, but it's also unsafe, because it does not use <code>dynamic_cast</code>."", 'In addition, C-style casts not only allow you to do this, but they also allow you to safely cast to a private base-class, while the ""equivalent"" <code>static_cast</code> sequence would give you a compile-time error for that.', 'Some people prefer C-style casts because of their brevity.', 'I use them for numeric casts only, and use the appropriate C++ casts when user defined types are involved, as they provide stricter checking.']","[1, 2, 14]",2180920
"[""<code>open('myfile.dat', 'a')</code> works for me, just fine."", 'in py3k your code raises <code>ValueError</code>:', 'in python-2.6 it raises <code>IOError</code>.']","[1, 2]",2967235
"['Change ""rw"" to ""w+""', ""Or use 'a+' for appending (not erasing existing content)""]","[0, 1]",2967244
['You should use <code>open</code> with the <code>w+</code> mode:'],[0],2967249
['r+ means read/write'],[0],2967291
"['What do you want to do with file?', 'Only writing to it or both read and write?', ""'w', 'a' will allow write and will create the file if it doesn't exist."", 'If you need to read from a file, the file has to be exist before open it.', 'You can test its existence before opening it or use a try/except.']","[2, 3]",2967395
"['<code>GET</code> and <code>POST</code> are two different types of HTTP requests.', 'According to Wikipedia:', 'GET requests a representation of the specified resource.', 'Note that GET should not be used for operations that cause side-effects, such as using it for taking actions in web applications.', 'One reason for this is that GET may be used arbitrarily by robots or crawlers, which should not need to consider the side effects that a request should cause.', 'and', 'POST submits data to be processed (e.g., from an HTML form) to the identified resource.', 'The data is included in the body of the request.', 'This may result in the creation of a new resource or the updates of existing resources or both.', 'So essentially <code>GET</code> is used to retrieve remote data, and <code>POST</code> is used to insert/update remote data.', 'HTTP/1.1 specification (RFC 2616) section 9 Method Definitions contains more information on <code>GET</code> and <code>POST</code> as well as the other HTTP methods, if you are interested.', 'In addition to explaining the intended uses of each method, the spec also provides at least one practical reason for why <code>GET</code> should only be used to retrieve data:', 'Authors of services which use the HTTP protocol SHOULD NOT use GET based forms for the submission of sensitive data, because this will cause this data to be encoded in the Request-URI.', 'Many existing servers, proxies, and user agents will log the request URI in some place where it might be visible to third parties.', 'Servers can use POST-based form submission instead', 'Finally, an important consideration when using <code>GET</code> for AJAX requests is that some browsers - IE in particular - will cache the results of a <code>GET</code> request.', 'So if you, for example, poll using the same <code>GET</code> request you will always get back the same results, even if the data you are querying is being updated server-side.', 'One way to alleviate this problem is to make the URL unique for each request by appending a timestamp.']","[2, 3, 4, 6, 7, 9, 12, 15]",3477374
"['If you are working RESTfully, GET should be used for requests where you are only getting data, and POST should be used for requests where you are making something happen.', 'Some examples:', '<li>GET the page showing a particular SO question', '<li>POST a comment', '<li>Send a POST request by clicking the ""Add to cart"" button.']",[0],3477384
"['Learn underlaying HTTP Protocol', 'This is similar to driving a car.', ""You buy yourself a car and go on the road, but you don't know any of the signs, lights or other rules you must obey."", ""Obviously you're not able to drive even though you know how to manage a car."", 'At least not safely.', 'Not for yourself, neither for others.', 'You should learn a bit about HTTP protocol.', 'GET/POST are not related (at least not directly) to PHP/AJAX/jQuery or similar.', 'They use them because they are using HTTP protocol for communication.', ""And there's much more to HTTP Protocol than just <code>GET</code> and <code>POST</code>."", 'Check out some of these and then search on your own as well:', '<li>wikipedia', '<li>W3C', '<li>HTTP Made Really Easy', '<li>...']","[7, 8]",3477402
"['POST and GET are two HTTP request methods.', 'GET is usually intended to retrieve some data, and is expected to be idempotent (repeating the query does not have any side-effects) and can only send limited amounts of parameter data to the server.', 'GET requests are often cached by default by some browsers if you are not careful.', 'POST is intended for changing the server state.', 'It carries more data, and repeating the query is allowed (and often expected) to have side-effects such as creating two messages instead of one.']","[0, 1, 2, 3]",3477406
"['With POST you can also do multipart mime encoding which means you can attach files as  well.', 'Also if you are using post variables across navigation of pages, the user will get a warning asking if they want to resubmit the post parameter.', 'Typically they look the same in an HTTP request, but you should just stick to POST if you need to ""POST"" something TO a server and ""GET"" if you need to GET something FROM a server as that\'s the way they were intended.']","[0, 1, 2]",3477414
"['The only ""big"" difference between POST &amp; GET (when using them with AJAX) is since GET is URL provided, they are limited in ther length (since URL arent infinite in length).']",[0],3477420
"['Here:', 'That is a basic tree structure that can be used for <code>String</code> or any other object.', 'It is fairly easy to implement simple trees to do what you need.', 'All you need to add are methods for add to, removing from, traversing, and constructors.', 'The <code>Node</code> is the basic building block of the <code>Tree</code>.']","[2, 3]",3522481
"['There is actually a pretty good tree structure implemented in the JDK.', 'Have a look at javax.swing.tree, TreeModel, and TreeNode.', 'They are designed to be used with the <code>JTreePanel</code> but they are, in fact, a pretty good tree implementation and there is nothing stopping you from using it with out a swing interface.', ""Note that as of Java 9 you may wish not to use these classes as they will not be present in the 'Compact profiles'.""]",[2],3522574
['Obviously you can add utility methods to add/remove children.'],[0],3522729
"[""Along the same lines as Gareth's answer, check out DefaultMutableTreeNode."", ""It's not generic, but otherwise seems to fit the bill."", ""Even though it's in the javax.swing package, it doesn't depend on any AWT or Swing classes."", 'In fact, the source code actually has the comment <code>// ISSUE: this class depends on nothing in AWT -- move to java.util?</code>']","[0, 2]",3933107
"[""I'm currently in the process of migrating from SVN to a DVCS (while blogging about my findings, my first real blogging effort...), and I've done a bit of research (=googling)."", 'As far as I can see you can do most of the things with both packages.', 'It seems like git has a few more or better implemented advanced features,I do feel that the integration with windows is a bit better for mercurial, with TortoiseHg.', ""I know there's Git Cheetah as well (I tried both), but the mercurial solution just feels more robust."", ""Seeing how they're both open-source (right?)"", ""I don't think either will be lacking important features."", 'If something is important, people will ask for it, people will code it.', 'I think that for common practices, Git and Mercurial are more than sufficient.', ""They both have big projects that use them (Git -> linux kernel, Mercurial -> Mozilla foundation projects, both among others of course), so I don't think either are really lacking something."", 'That being said, I am interested in what other people say about this, as it would make a great source for my blogging efforts ;-)']","[2, 3, 4, 5]",35844
"['These articles may help:', '<li>Git vs.', 'Mercurial: Please Relax (Git is MacGyver and Mercurial is James Bond)', '<li>The Differences Between Mercurial and Git', '<strong>Edit</strong>: Comparing Git and Mercurial to celebrities seems to be a trend.', ""Here's one more:"", '<li>Git is Wesley Snipes, Mercurial is Denzel Washington']",[0],35845
"['Sometime last year I evaluated both git and hg for my own use, and decided to go with hg.', 'I felt it looked like a cleaner solution, and worked better on more platforms at the time.', 'It was mostly a toss-up, though.', 'More recently, I started using git because of git-svn and the ability to act as a Subversion client.', ""This won me over and I've now switched completely to git."", ""I think it's got a slightly higher learning curve (especially if you need to poke around the insides), but it really is a great system."", ""I'm going to go read those two comparison articles that John posted now.""]","[3, 5]",35854
"['Nothing.', 'They both do the same, both perform about equally.', 'The only reason you should choose one over the other is if you help out with a project that already uses one..', 'The other possible reason for choosing one is an application or service which only supports one of the system.. For example, I pretty much chose to learn git because of github..']","[1, 2]",35903
"[""There is a great and exhaustive comparison tables and charts on git, Mercurial and Bazaar over at InfoQ's guide about DVCS.""]",[0],1784525
"['The big difference is on Windows.', ""Mercurial is supported natively, Git isn't."", 'You can get very similar hosting to github.com with bitbucket.org (actually even better as you get a free private repository).', 'I was using msysGit for a while but moved to Mercurial and been very happy with it.']","[0, 1]",258311
"['Git is a platform, Mercurial is Ã©ÂÂ¥Ã¦Â¸ÂustÃ©Â?an application.', 'Git is a versioned filesystem platform that happens to ship with a DVCS app in the box, but as normal for platform apps, it is more complex and has rougher edges than focused apps do.', 'But this also means gitÃ©ÂÂ¥Ã¦ÂªÂ VCS is immensely flexible, and there is a huge depth of non-source-control things you can do with git.', 'That is the essence of the difference.', 'Git is best understood from the ground up Ã©Â?from the repository format up.', 'Scott ChaconÃ©ÂÂ¥Ã¦ÂªÂ Git Talk is an excellent primer for this.', 'If you try to use git without knowing whatÃ©ÂÂ¥Ã¦ÂªÂ happening under the hood, youÃ©ÂÂ¥Ã¦ÂªÂl end up confused at some point (unless you stick to only very basic functionality).', 'This may sound stupid when all you want is a DVCS for your daily programming routine, but the genius of git is that the repository format is actually very simple and you <em>can</em> understand gitÃ©ÂÂ¥Ã¦ÂªÂ entire operation quite easily.', 'For some more technicality-oriented comparisons, the best articles I have personally seen are Dustin SallingsÃ©Â?', '<li>The Differences Between Mercurial and Git', '<li>Reddit thread where git-experienced Dustin answers his own git neophyte questions', 'He has actually used both DVCSs extensively and understands them both well Ã©Â?and ended up preferring git.']","[0, 1, 2, 6]",258488
"['There is a dynamic comparison chart over at the versioncontrolblog where you can compare several different version control systems.', 'Here is a comparison table between git, hg and bzr.']",[0],343196
['Yet another interesting comparison of mercurial and git: Mercurial vs Git.Main focus is on internals and their influence on branching process.'],[0],2179940
"['I think the best description about ""Mercurial vs. Git"" is:', '""Git is Wesley Snipes.', 'Mercurial is Denzel Washington""']","[1, 2]",828126
"['I work on Mercurial, but fundamentally I believe both systems are equivalent.', 'They both work with the same abstractions: a series of snapshots (changesets) which make up the history.', 'Each changeset knows where it came from (the parent changeset) and can have many child changesets.', 'The recent hg-git extension provides a two-way bridge between Mercurial and Git and sort of shows this point.', ""Git has a strong focus on mutating this history graph (with all the consequences that entails) whereas Mercurial does not encourage history rewriting, but it's easy to do anyway and the consequences of doing so are exactly what you should expect them to be (that is, if I modify a changeset you already have, your client will see it as new if you pull from me)."", 'So Mercurial has a <em>bias</em> towards non-destructive commands.', 'As for light-weight branches, then Mercurial has supported repositories with <em>multiple branches</em> since..., always I think.', 'Git repositories with multiple branches are exactly that: multiple diverged strands of development in a single repository.', 'Git then adds names to these strands and allow you to query these names remotely.', 'The Bookmarks extension for Mercurial adds local names, and with Mercurial 1.6, you can move these bookmarks around when you push/pull..', 'I use Linux, but apparently TortoiseHg is faster and better than the Git equivalent on Windows (due to better usage of the poor Windows filesystem).', ""Both http://github.com and http://bitbucket.org provide online hosting, the service at Bitbucket is great and responsive (I haven't tried github)."", 'I chose Mercurial since it feels clean and elegant -- I was put off by the shell/Perl/Ruby scripts I got with Git.', 'Try taking a peek at the <code>git-instaweb.sh</code> file if you want to know what I mean: it is a <strong>shell</strong> script which generates a <strong>Ruby</strong> script, which I think runs a webserver.', 'The shell script generates another shell script to launch the first Ruby script.', 'There is also a bit of <strong>Perl</strong>, for good measure.', 'I like the blog post that compares Mercurial and Git with James Bond and MacGyver -- Mercurial is somehow more low-key than Git.', 'It seems to me, that people using Mercurial are not so easily impressed.', 'This is reflected in how each system do what Linus described as ""the coolest merge EVER!"".', 'In Git you can merge with an unrelated repository by doing:', 'Those commands look quite arcane to my eye.', 'In Mercurial we do:', 'Notice how the Mercurial commands are plain and not special at all -- the only unusual thing is the <code>--force</code> flag to <code>hg pull</code>, which is needed since Mercurial will abort otherwise when you pull from an unrelated repository.', 'It is differences like this that makes Mercurial seem more elegant to me.']","[0, 4, 12, 16]",892688
"[""There's one <strong>huge</strong> difference between <em>git</em> and <em>mercurial</em>; the way the represent each commit."", '<em>git</em> represents commits as snapshots, while <em>mercurial</em> represents them as diffs.', 'What does this means in practice?', 'Well, many operations are faster in git, such as switching to another commit, comparing commits, etc.', 'Specially if these commits are far away.', ""AFAIK there's no advantage of mercurial's approach.""]","[0, 1]",1057150
"['There are quite significant differences when it comes to working with branches (especially short-term ones).', 'It is explained in this article (BranchingExplained) which compares Mercurial with Git.']",[0],1315859
['<code>%ld</code> see <code>printf</code> reference on cplusplus.com'],[0],2846107
['Put an <code>l</code> (lowercased letter L) directly before the specifier.'],[0],38570
"['I think you mean:', 'or']","[0, 1]",38607
"['I think to answer this question definitively would require knowing the compiler name and version that you are using and the platform (CPU type, OS etc.)', 'that it is compiling for.']","[0, 1]",40354
"['Without the main sentinel, the code would be executed even if the script were imported as a module.']",[0],4041253
"['Consider the second script.', 'If you import it in another one, the instructions, as at ""global level"", will be executed.']",[1],4041258
"['if the content of foo.py', '<strong>A file foo.py can be used in two ways.</strong>', '<li>imported in another file : <code>import foo</code>', 'In this case <code>__name__</code> is <code>foo</code>, the code section does not get executed and does not print <code>XXXX</code>.', '<li>executed directly : <code>python foo.py</code>', 'When it is executed directly, <code>__name__</code> is same as <code>__main__</code> and the code in that section is executed and prints <code>XXXX</code>', 'One of the use of this functionality to write various kind of unit tests within the same module.']","[1, 2, 3, 4]",4041260
"['""What does <code>if __name__==Ã©ÂÂ¥Ã¦Â·Â¿_main__Ã©Â?</code> do?""', 'has already been answered.', 'Having a <code>main()</code> <em>function</em> allows you to call its functionality if you <code>import</code> the module.', 'The main (no pun intended) benefit of this (IMHO) is that you can unit test it.']",[2],4041281
"['Everyone else has already answered it, but I think I still have something else to add.', 'Reasons to have that <code>if</code> statement calling <code>main()</code> (in no particular order):', '<li>Other languages (like C and Java) have a <code>main()</code> function that is called when the program is executed.', 'Using this <code>if</code>, we can make Python behave like them, which feels more familiar for many people.', '<li>Code will be <em>cleaner</em>, easier to read, and better organized.', '(yeah, I know this is subjective)', '<li>It will be possible to <code>import</code> that python code as a module without nasty side-effects.', '<li>This means it will be possible to run tests against that code.', '<li>This means we can import that code into an interactive python shell and test/debug/run it.', '<li>Variables inside <code>def main</code> are <strong>local</strong>, while those outside it are <strong>global</strong>.', 'This may introduce a few bugs and unexpected behaviors.', 'But, you are <strong>not required</strong> to write a <code>main()</code> function and call it inside an <code>if</code> statement.', 'I myself usually start writing small throwaway scripts without any kind of function.', 'If the script grows big enough, or if I feel putting all that code inside a function will benefit me, then I refactor the code and do it.', 'This also happens when I write <code>bash</code> scripts.', 'Even if you put code inside the main function, you are not required to write it exactly as that.', 'A neat variation could be:', 'This means you can call <code>main()</code> from other scripts (or interactive shell) passing custom parameters.', 'This might be useful in unit tests, or when batch-processing.', 'But remember that the code above will require parsing of argv, thus maybe it would be better to use a different call that pass parameters already parsed.', ""In an object-oriented application I've written, the code looked like this:"", 'So, feel free to write the code that better suits you.', ':)']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 11]",4041718
"['<code>console.log</code> has nothing to do with jQuery.', 'It logs a message to a debugging console, such as Firebug.']",[0],4539268
"['<code>console.log</code> has nothing to do with jQuery.', 'It is a common object/method provided by debuggers (including the Chrome debugger and Firebug) that allows a script to log data (or objects in most cases) to the JavaScript console.']","[0, 1]",4539268
"[""It's not a jQuery feature but a feature for debugging purposes."", 'You can for instance log something to the console when something happens.', 'For instance:', ""You'd then see <code>#someButton was clicked</code> in FirebugÃ©ÂÂ¥Ã¦ÂªÂ Ã©ÂÂ¥Ã¦Â·ÂonsoleÃ©Â?tab (or another toolÃ©ÂÂ¥Ã¦ÂªÂ console Ã©Â?e.g."", 'ChromeÃ©ÂÂ¥Ã¦ÂªÂ Web Inspector) when you would click the button.', 'For some reasons, the console object could be unavailable.', ""Then you could check if it is - this is useful as you don't have to remove your debugging code when you deploy to production:""]",[0],4539270
"['It is used to log (anything you pass it) to the Firebug console.', 'The main usage would be to debug your JavaScript code.']",[0],4539272
"['Use <code>console.log</code> to add debugging information to your page.', 'Many people use <code>alert(hasNinjas)</code> for this purpose but <code>console.log(hasNinjas)</code> is easier to work with.', 'Using an alert pop-ups up a modal dialog box that blocks the user interface.', ""Edit: I agree with Baptiste Pernet and Jan HanÃ¨ÂÂ·iÃ¨Â?that it is a very good idea to check if <code>window.console</code> is defined first so that your code doesn't break if there is no console available.""]",[0],4539286
"['There is nothing to do with jQuery and if you want to use it I advice you to do', ""So you don't break your code when it is not available."", 'As suggested in the comment, you can also execute that in one place and then use <code>console.log</code> as normal']",[0],4539294
['Make the destructor virtual whenever your class is polymorphic.'],[0],461213
"['Virtual destructors are useful when you can delete an instance of a derived class through a pointer to base class:', ""Here, you'll notice that I didn't declare Base's destructor to be <code>virtual</code>."", ""Now, let's have a look at the following snippet:"", ""Since Base's destructor is not <code>virtual</code> and <code>b</code> is a <code>Base*</code> pointing to a <code>Derived</code> object, <code>delete b</code> has undefined behaviour:"", '[In <code>delete b</code>], if the static type of the  object to be deleted is different from its dynamic type, the static  type shall be a base class of the dynamic type of the object to be  deleted and <strong>the static type shall have a virtual destructor or the  behavior is undefined</strong>.', 'In most implementations, the call to the destructor will be resolved like any non-virtual code, meaning that the destructor of the base class will be called but not the one of the derived class, resulting in a resources leak.', ""To sum up, always make base classes' destructors <code>virtual</code> when they're meant to be manipulated polymorphically."", ""If you want to prevent the deletion of an instance through a base class pointer, you can make the base class destructor protected and nonvirtual; by doing so, the compiler won't let you call <code>delete</code> on a base class pointer."", 'You can learn more about virtuality and virtual base class destructor in this article from Herb Sutter.']","[0, 4, 6]",461224
"['Declare destructors virtual in polymorphic base classes.', ""This is Item 7 in Scott Meyers' Effective C++."", 'Meyers goes on to summarize that if a class has <em>any</em> virtual function, it should have a virtual destructor, and that classes not designed to be base classes or not designed to be used polymorphically should <em>not</em> declare virtual destructors.']",[0],461237
"['Also be aware that deleting a base class pointer when there is no virtual destructor will result in <strong><em>undefined behavior</em></strong>.', 'Something that I learned just recently:', 'How should overriding delete in C++ behave?', ""I've been using C++ for years and I still manage to hang myself.""]",[0],463774
"['Big O is just a way to ""Express"" yourself in a common way, ""How much time / space does it take to run my code?', '"".', 'You may often see O(n), O(n2), O(nlogn) and so forth, all these are just ways to show; How does an algorithm change?', 'O(n) means Big O is n, and now you might think, ""What is n!?""', 'Well ""n"" is the amount of elements.', 'Imaging you want to search for an Item in an Array.', 'You would have to look on Each element and as ""Are you the correct element/item?""', 'in the worst case, the item is at the last index, which means that it took as much time as there are items in the list, so to be generic, we say ""oh hey, n is a fair given amount of values!', '"".', 'So then you might understand what ""n2"" means, but to be even more specific, play with the thought you have a simple, the simpliest of the sorting algorithms; bubblesort.', 'This algorithm needs to look through the whole list, for each item.', 'My list', '<li>1', '<li>6', '<li>3', 'The flow here would be:', '<li>Compare 1 and 6, which is biggest?', 'Ok 6 is in the right position, moving forward!', '<li>Compare 6 and 3, oh, 3 is less!', ""Let's move that, Ok the list changed, we need to start from the begining now!"", 'This is O n2 because, you need to look at all items in the list there are ""n"" items.', 'For each item, you look at all items once more, for comparing, this is also ""n"", so for every item, you look ""n"" times meaning n*n = n2', 'I hope this is as simple as you want it.', 'But remember, Big O is just a way to experss yourself in the manner of time and space.']","[0, 2, 4]",487267
"['EDIT: Quick note, this is almost certainly confusing Big O notation (which is an upper bound) with Theta notation (which is both an upper and lower bound).', 'In my experience this is actually typical of discussions in non-academic settings.', 'Apologies for any confusion caused.', 'In one sentence: As the size of your job goes up, how much longer does it take to complete it?', 'Obviously that\'s only using ""size"" as the input and ""time taken"" as the output &mdash; the same idea applies if you want to talk about memory usage etc.', ""Here's an example where we have N T-shirts which we want to dry."", ""We'll <em>assume</em> it's incredibly quick to get them in the drying position (i.e."", 'the human interaction is negligible).', ""That's not the case in real life, of course..."", '<li>Using a washing line outside: assuming you have an infinitely large back yard, washing dries in O(1) time.', ""However much you have of it, it'll get the same sun and fresh air, so the size doesn't affect the drying time."", ""<li>Using a tumble dryer: you put 10 shirts in each load, and then they're done an hour later."", ""(Ignore the actual numbers here &mdash; they're irrelevant.)"", 'So drying 50 shirts takes <em>about</em> 5 times as long as drying 10 shirts.', '<li>Putting everything in an airing cupboard: If we put everything in one big pile and just let general warmth do it, it will take a long time for the middle shirts to get dry.', ""I wouldn't like to guess at the detail, but I suspect this is at least O(N^2) &mdash; as you increase the wash load, the drying time increases faster."", 'One important aspect of ""big O"" notation is that it <em>doesn\'t</em> say which algorithm will be faster for a given size.', 'Take a hashtable (string key, integer value)  vs an array of pairs (string, integer).', 'Is it faster to find a key in the hashtable or an element in the array, based on a string?', '(i.e.', 'for the array, ""find the first element where the string part matches the given key."")', 'Hashtables are generally amortised (~= ""on average"") O(1) &mdash; once they\'re set up, it should take about the same time to find an entry in a 100 entry table as in a 1,000,000 entry table.', 'Finding an element in an array (based on content rather than index) is linear, i.e.', ""O(N) &mdash; on average, you're going to have to look at half the entries."", 'Does this make a hashtable faster than an array for lookups?', 'Not necessarily.', ""If you've got a very small collection of entries, an array may well be faster &mdash; you may be able to check all the strings in the time that it takes to just calculate the hashcode of the one you're looking at."", 'As the data set grows larger, however, the hashtable will eventually beat the array.']","[3, 16]",487271
