question_id,question_type,question_title,question_body,tags,answer_posts
3482742,1,Difference between gravity and layout_gravity on Android,"['Difference between gravity and layout_gravity on Android', 'I know we can set the following values to the <code>android:gravity</code> and  <code>android:layout_gravity</code> properties:', '<code>center</code>', '<code>center_vertical</code>', '<code>center_horizontal</code>, etc.', 'But I am confused regarding both of these.', 'What is the difference between the usage of <code>android:gravity</code> and <code>android:layout_gravity</code>?']","['android', 'android-layout', 'android-gravity']","[3482757, 3482774, 4253137]"
312443,2,How do you split a list into evenly sized chunks?,"['How do you split a list into evenly sized chunks?', 'I have a list of arbitrary length, and I need to split it up into equal size chunks and operate on it.', 'There are some obvious ways to do this, like keeping a counter and two lists, and when the second list fills up, add it to the first list and empty the second list for the next round of data, but this is potentially extremely expensive.', 'I was wondering if anyone had a good solution to this for lists of any length, e.g.', 'using generators.', ""I was looking for something useful in <code>itertools</code> but I couldn't find anything obviously useful."", ""Might've missed it, though."", 'Related question: What is the most Ã©ÂÂ¥Ã¦Â¸ÂythonicÃ©Â?way to iterate over a list in chunks?']","['python', 'list', 'split', 'chunks']","[312464, 312466, 312467, 312472, 312644, 1668586, 1751478, 2270932]"
3263611,2,Border for an Image view in Android?,"['Border for an Image view in Android?', 'How can I set a border for an <code>ImageView</code> and change its color in Android?']","['android', 'border', 'imageview']",[3264140]
1049728,2,How do I see what character set a MySQL database / table / column is?,"['How do I see what character set a MySQL database / table / column is?', 'What is the (default) charset for:', 'MySQL database', 'MySQL table', 'MySQL column']","['sql', 'mysql', 'unicode', 'character-encoding', 'collation']","[1049753, 1049759, 1111107, 1049776, 1049958]"
2471055,1,Why use a READ UNCOMMITTED isolation level?,"['Why use a READ UNCOMMITTED isolation level?', 'In plain English, what are the disadvantages and advantages of using', '<code>SET TRANSACTION ISOLATION LEVEL READ UNCOMMITTED</code>', 'in a query for .NET applications and reporting services applications?']","['sql-server', 'tsql', 'isolation-level']","[2471086, 2471114, 2471356]"
208016,2,How to list the properties of a JavaScript object?,"['How to list the properties of a JavaScript object?', 'Say I create an object thus:', '<code>var myObject =        {""ircEvent"": ""PRIVMSG"", ""method"": ""newURI"", ""regex"": ""^http://.', '*""};</code>', 'What is the best way to retrieve a list of the property names?', 'i.e.', ""I would like to end up with some variable 'keys' such that:"", '<code>keys == [""ircEvent"", ""method"", ""regex""]</code>']",['javascript'],"[208020, 208439, 944891, 2058575, 3821585, 3937321]"
21647,3,Reading from text file until EOF repeats last line,"['Reading from text file until EOF repeats last line', 'The following <strong>C++</strong> code uses a <strong>ifstream</strong> object to read integers from a text file (which has one number per line) until it hits <strong>EOF</strong>.', 'Why does it read the integer on the last line twice?', 'How to fix this?', '<strong>Code:</strong>', '<code>#include &lt;iostream&gt;#include &lt;fstream&gt;using namespace std;int main(){    ifstream iFile(""input.txt"");    // input.txt has integers, one per line    while (!iFile.eof())    {        int x;        iFile &gt;&gt; x;        cerr &lt;&lt; x &lt;&lt; endl;    }    return 0;}</code>', '<strong>input.txt</strong>:', '<code>10  20  30</code>', '<strong>Output</strong>:', '<code>10  20  30  30</code>', ""<strong>Note</strong>: I've skipped all error checking code to keep the code snippet small."", 'The above behaviour is seen on Windows (Visual C++), cygwin (gcc) and Linux (gcc).']","['c++', 'iostream', 'fstream']","[21656, 21666, 21787]"
1496214,3,How to solve COM Exception Class not registered (Exception from HRESULT: 0x80040154 (REGDB_E_CLASSNOTREG))?,"['How to solve COM Exception Class not registered (Exception from HRESULT: 0x80040154 (REGDB_E_CLASSNOTREG))?', 'When I try to create a instance of a COM class it throws an exception as', 'Class not registered (Exception from HRESULT: 0x80040154 (REGDB_E_CLASSNOTREG))', 'Please suggest how could i solve it?']","['c#', 'vb.net']","[1496235, 1496238, 1496244]"
611482,2,Change color and appearance of drop down arrow,"['Change color and appearance of drop down arrow', 'I want to change the default appearance of the arrow of a dropdown list so that looks the same across browsers.', 'Is there a way to override the default look and feel of the drop down arrow using CSS or otherwise ?']","['css', 'drop-down-menu']","[611503, 611507, 611513, 611515, 611540]"
613539,2,Loop through the rows of a particular DataTable,"['Loop through the rows of a particular DataTable', 'IDE : VS 2008,Platform : .NET 3.5,', 'Hi,', 'Here is my DataTable columns :', 'ID Note Detail', 'I want to write sth like this :', '<code>//below code block is not the right syntaxFor each q in dtDataTable.Column(""Detail)    strDetail = Row of Column Detail Next</code>', 'Can anyone give me a suggestion and show me a code sample please ?', 'Thanks.']","['vb.net', 'datatable']","[613547, 613548, 2354779]"
3404975,1,LEFT OUTER JOIN in LINQ,"['LEFT OUTER JOIN in LINQ', 'How to perform left outer join in C# LINQ to objects without using <code>join-on-equals-into</code> clauses?', 'Is there any way to do that with <code>where</code> clause?', 'Correct problem:', 'For inner join is easy and I have a solution like this', 'but for left outer join I need a solution.', ""Mine is something like this but it's not working"", 'where JoinPair is a class:']","['c#', 'linq', 'join']","[3413698, 3413732]"
3136689,2,Find and replace string values in Python list,"['Find and replace string values in Python list', 'I got this list:', ""<code>words = ['how', 'much', 'is[br]', 'the', 'fish[br]', 'no', 'really']</code>"", 'What I would like is to replace <code>[br]</code> with some fantastic value similar to <code>&amp;lt;br /&amp;gt;</code> and thus getting a new list:', ""<code>words = ['how', 'much', 'is&lt;br /&gt;', 'the', 'fish&lt;br /&gt;', 'no', 'really']</code>""]","['python', 'string', 'list']","[3136699, 2418316, 3137706]"
1817792,1,"Is there a ""previous sibling"" CSS selector?","['Is there a ""previous sibling"" CSS selector?', '<code>+</code> is for the next sibling.', 'Is there an equivalent for the previous sibling?']","['css', 'css-selectors']",[1817801]
4531396,2,Get Value of a Edit Text field,"['Get Value of a Edit Text field', 'I am learning how to create UI elements.', 'I have created a few EditText input fields.', 'On the click of a Button I want to capture the content typed into that input field.', '<code>&lt;EditText android:id=""@+id/name"" android:width=""220px"" /&gt;</code>', ""That's my field."", 'How can I get the content?']","['android', 'android-edittext']",[4531500]
1799370,2,Getting attributes of Enum's value,"[""Getting attributes of Enum's value"", 'I would like to know if it is possible to get attributes of the enum values and not of the enum itself?', 'For example, suppose I have the following enum:', '<code>using System.ComponentModel; // for DescriptionAttributeenum FunkyAttributesEnum{    [Description(""Name With Spaces1"")]    NameWithoutSpaces1,        [Description(""Name With Spaces2"")]    NameWithoutSpaces2}</code>', 'What I want is given the enum type, produce 2-tuples of enum string value and its description.', 'Value was easy:', '<code>Array values = System.Enum.GetValues(typeof(FunkyAttributesEnum));foreach (int value in values)    Tuple.Value = Enum.GetName(typeof(FunkyAttributesEnum), value);</code>', ""But how do I get description attribute's value, to populate Tuple.Desc?"", 'I can think of how to do it if the Attribute belongs to the enum itself, but I am at a loss as to how to get it from the value of the enum.']","['c#', 'reflection', 'enums', '.net-attributes']","[1799401, 1799403]"
689355,3,MetadataException: Unable to load the specified metadata resource,"['MetadataException: Unable to load the specified metadata resource', 'All of a sudden I keep getting a <code>MetadataException</code> on instantiating my generated <code>ObjectContext</code> class.', ""The connection string in App.Config looks correct - hasn't changed since last it worked - and I've tried regenerating a new model (edmx-file) from the underlying database with no change."", 'Anyone have any ideas?', ""Further details: I haven't changed any properties, I haven't changed the name of any output assemblies, I haven't tried to embed the EDMX in the assembly."", ""I've merely waited 10 hours from leaving work until I got back."", ""And then it wasn't working anymore."", ""I've tried recreating the EDMX."", ""I've tried recreating the project."", ""I've even tried recreating the database, from scratch."", 'No luck, whatsoever.']","['c#', '.net', 'entity-framework', 'ado.net']","[689505, 769116, 1137126, 1553619, 1845121, 1920696, 2050548, 2215928, 2274756, 2294308, 3099809, 3188197, 3434550, 3612513, 3822600, 3845077]"
4512981,3,android.view.InflateException: Binary XML file line #12: Error inflating class <unknown>,"['android.view.InflateException: Binary XML file line #12: Error inflating class <unknown>', 'I am receiving many errors of kind displayed in the subj.', 'These errors seems to be occasional and I cannot reproduce them.', 'From stack I can learn that such error may occurs for my different layout resources.', 'The line of XML is also varying.', 'Can anybody explain why this error occurs?', 'And what I can do to fix this problem?', 'Stack', 'Here is a result of XML, however such error occurs in other xmls']","['android', 'xml', 'resources', 'android-inflate']",[4513476]
2710748,2,Run cURL commands from Windows console,"['Run cURL commands from Windows console', 'Is there a way to install cURL in Windows in order to run cURL commands from the command prompt?']","['windows', 'command-line', 'curl']",[2694075]
2538723,3,SSL received a record that exceeded the maximum permissible length.,"['SSL received a record that exceeded the maximum permissible length.', '(Error code: ssl_error_rx_record_too_long)', 'I followed the official docs on https setup located here: https://help.ubuntu.com/6.06/ubuntu/serverguide/C/httpd.html#https-configuration', 'I had to remove the <code>+CompatEnvVars</code> from', '<code>SSLOptions +FakeBasicAuth +ExportCertData +CompatEnvVars +StrictRequire</code>', 'because it said it was an invalid command or something.', 'So having removed that and following the instructions to the nail it get the error:', '<code>SSL received a record that exceeded the maximum permissible length.', '(Error code: ssl_error_rx_record_too_long)</code>', ""I'm new to SSL, any advice on what's going wrong?""]","['apache', 'ssl']",[3609675]
206055,3,Oracle ORA-12154: TNS: Could not resolve service name Error?,"['Oracle ORA-12154: TNS: Could not resolve service name Error?', 'I am a SQL Server user .', 'I am on a project that is using oracle (which I rarely use) I need to create an ODBC connection so I can access the some data via MS AccessI have a application on my machine called oraHome90.', 'It seems to allow a configuration of something called a listener in a Ã©ÂÂ¥Ã¦Â¸Âet configuration utilityÃ©Â? I think that a Ã©ÂÂ¥Ã¦Â·Âocal Net Service Name ConfigurationÃ©Â?needs to also be done.', 'The IT support gave me this information to set up the ODBC connection .', 'I have tried every combination that I can think of.', 'I can get past a test that successfully passes a test to Ã©ÂÂ¥Ã¦Â¸ÂoginÃ©Â? to the oracle server database.', 'When I try to create the ODBC connection I get the following error: ORA-12154: TNS: Could not resolve service name.', 'Assuming that I want to start from scratch and the following information is supposed to allow for me to connect to the databaseÃ©Â?. Any suggestions or comment ?', 'Note: ultimately the project will have a website .ASP page query the data, but I have to first prove that I can see the data using the ODBC connection via MS Access', '<code>Service name: SERVICENAMEHOST = HOST.XYZi.comUser Id: MYUSERIDPassword: MYPASSWORD~~~~~~~~~~~~~~~~~~~~~~~~~~~~\'Oracle ConnectionDim ocstDim oconnocst = ""Provider=OraOLEDB.Oracle;"" &amp; _         ""Data Source=DATASOURCE;"" &amp; _         ""User ID=CHIJXL;"" &amp; _         ""Password=password;"" set oconn = CreateObject(""ADODB.Connection"")</code>']","['oracle', 'odbc', 'tns']","[206066, 206883, 206930]"
1518823,2,How to find the port for MS SQL Server 2008?,"['How to find the port for MS SQL Server 2008?', 'I am running MS SQL Server 2008 on my local machine.', 'I know that the default port is 1433 but some how it is not listening at this port.', 'The SQL is an Express edition.', 'I have already tried the log, SQL Server Management Studio, registry, and extended stored procedure for finding the port.', 'But, I could not find it.', 'Please help me.', 'Thanks.']","['sql-server', 'sql-server-2008']","[1518836, 1518897]"
1348842,1,What should I set JAVA_HOME to on OSX,"['What should I set JAVA_HOME to on OSX', 'Many Java applications that use shell scripts to configure their environment use the <code>JAVA_HOME</code> environment variable to start the correct version of Java, locate JRE JARs, and so on.', 'On OSX 10.6, the following paths seem to be valid for this variable', '<code>/Library/Java/Home/System/Library/Frameworks/JavaVM.framework/Home/System/Library/Frameworks/JavaVM.framework/Versions/Current</code>', 'Some of these are symlinks to the actual current VM (as defined in the Java Preference pane).', 'But which one should be usedÃ©ÂÂ¥Ã¦ÂÂr is it okay to use any of them?']","['java', 'macos', 'configuration']","[1348867, 1348940, 2403860]"
2634991,3,"Android 1.6: ""android.view.WindowManager$BadTokenException: Unable to add window -- token null is not for an application""","['Android 1.6: ""android.view.WindowManager$BadTokenException: Unable to add window -- token null is not for an application""', ""I'm trying to open a dialog window, but every time I try to open it it throws this exception:"", ""I'm creating it by calling <code>showDialog</code> with the display's id."", ""The <code>onCreateDialog</code> handler logs fine and I can step through it without an issue, but I've attached it since it seems like I'm missing something:"", 'Is there something missing from this?', ""Some questions have talked about having this problem when creating a dialog from <code>onCreate</code>, which happens because the activity isn't created yet, but this is coming from a call from a menu object, and the <code>appContext</code> variable seems like it is correctly populated in the debugger.""]","['android', 'android-dialog', 'runtimeexception', 'android-windowmanager']","[2635366, 2639515, 2792835]"
988403,2,How to prevent auto-closing of console after the execution of batch file.,"['How to prevent auto-closing of console after the execution of batch file.', 'Can someone tell me, what command to put at the end of a batch file to prevent auto-closing of console after the execution of file?']","['windows', 'command-line', 'batch-file']","[988423, 988430]"
3362038,1,What is SELF JOIN and when would you use it?,"['What is SELF JOIN and when would you use it?', 'Possible Duplicate:', '  sql: self-joins explained', 'What is self join and when would you use it?', ""I don't understand self joins so a layman explanation with an example would be great.""]",['sql'],"[3362053, 3362056, 3362058, 3362062, 3362068]"
122105,1,What is the best way to filter a Java Collection?,"['What is the best way to filter a Java Collection?', 'I want to filter a <code>java.util.Collection</code> based on a predicate.']","['java', 'collections', 'filter']","[629233, 122139, 122200, 122204, 122206, 122207, 2409004, 337135, 1385698, 2106948, 2578408]"
4398334,3,The type initializer for 'MyClass' threw an exception,"[""The type initializer for 'MyClass' threw an exception"", 'The following is my Windows service code.', 'When I am debugging the code, I am getting the error/ exception:', ""The type initializer for 'CSMessageUtility.CSDetails' threw an exception.""]","['c#', 'windows-services']","[4398374, 4398380]"
441600,2,Write a number with two decimal places SQL server,"['Write a number with two decimal places SQL server', 'How do you write a number with two decimal places for sql server?']","['sql', 'sql-server', 'decimal', 'number-formatting']","[441606, 441613, 244801]"
265478,3,preventDefault() on an  tag,"['preventDefault() on an  tag', 'I have some html/jquery that slides a div up and down to show/hide it, when a link is clicked:', '<code>&lt;ul class=""product-info""&gt;  &lt;li&gt;    &lt;a href=""#""&gt;YOU CLICK THIS TO SHOW/HIDE&lt;/a&gt;    &lt;div class=""toggle""&gt;      &lt;p&gt;CONTENT TO SHOW/HIDE&lt;/p&gt;    &lt;/div&gt;  &lt;/li&gt;&lt;/ul&gt;</code>', ""<code>$('div.toggle').hide();$('ul.product-info li a').click(function(event){  $(this).next('div').slideToggle(200);}</code>"", 'My question is: How do I use <code>preventDefault()</code> to stop the link acting as a link and adding <code>#</code> to the end of my URL &amp; jumping to the top of the page?', ""I can't figure out the right syntax, I just keep getting an error saying that preventDefault() is not a function.""]","['javascript', 'jquery']","[2448865, 265583, 832570]"
544010,1,Difference between div id and div class,"['Difference between div id and div class', 'What\'s the difference between <code>&lt;div class=""""&gt;</code> and <code>&lt;div id=""""&gt;</code> when it comes to CSS?', 'Is it alright to use <code>&lt;div id=""""&gt;</code>?', ""I see different developers doing this in both ways, and since I'm self taught, I've never really figured it out.""]","['css', 'class', 'html']","[544017, 544026, 544028, 544033, 544036, 544052, 544111, 547852, 547988, 719613]"
148747,1,What is the difference between a framework and a library?,"['What is the difference between a framework and a library?', 'What is the difference between a <strong><em>framework</em></strong> and a <strong><em>library</em></strong>?', 'I always thought of a library as a set of objects and functions that is focused around solving a particular problem or around a specific area of application development (i.e.', 'database access); a framework on the other hand is a collection of libraries centered around a particular methodology (i.e.', 'MVC) and covers all areas of application development.']","['frameworks', 'terminology', 'libraries']","[148759, 148763, 148765, 148768, 148779, 148781, 148788, 148789, 148796, 148800, 148816, 148852, 108694]"
3253520,3,IF EXIST C:\directory\ goto a else goto b problems windows XP batch files,"['IF EXIST C:\\directory\\ goto a else goto b problems windows XP batch files', 'whenever i run the <code>code</code> below it occurs to me I have made a mistake using the if exist lines, as no matter whether the directory exists or not, it acts as if the line was never there... either that or its not reading the else line.', '<code>echo off  echo  echo (c) Ryan Leach 2010  echo Stockmaster Backup System for exclusive use of Riverland Paper Supplies  echo  echo Please ensure that all computers are out of stock master to the windows xp screen  echo and that the backup usb with the day of the week labeled on it is inserted  pause  IF EXIST D:\\RPS_BACKUP\\backups_to_zip\\ goto zipexist else goto zipexistcontinue  :zipexist  IF EXIST d:\\RPS_BACKUP\\backups_old\\ rd /s /q D:\\RPS_BACKUP\\backups_old  echo backup did not complete last time, backup will restart from zip-usb phase.', 'pause  call zip  goto tidyup  :zipexistcontinue  IF EXIST D:\\RPS_BACKUP\\backups_old\\ goto oldexists else oldexistscontinue  :oldexists  IF EXIST d:\\RPS_BACKUP\\backup_temp\\ rename D:\\RPS_BACKUP\\backups_temp backups_to_zip  rd /s /q D:\\RPS_BACKUP\\backups_old  echo backup did not complete last time, backup will restart at the zip to usb phase.', 'pause  call zip  goto tidyup  :oldexistscontinue  IF EXIST D:\\RPS_BACKUP\\backups_temp\\ goto tempexists else goto tempexistscontinue  :tempexists  IF EXIST D:\\RPS_BACKUP\\backups_old\\ goto backupfailed else goto tempexistscontinue  :backupfailed  @rd /s /q D:\\RPS_BACKUP\\backups_temp  echo backup did not complete last time, backup will restart from start.', 'pause  :tempexistscontinue  md D:\\RPS_BACKUPS\\backups_temp  xcopy \\\\user1\\c\\* D:\\RPS_BACKUP\\backups_temp\\user1\\c /h /e /z /f /r /i /s /k  IF NOT ERRORLEVEL == 1 GOTO ErrorHandler  xcopy C:\\* D:\\RPS_BACKUP\\backups_temp\\user2\\c /h /e /f /r /i /s /k  IF NOT ERRORLEVEL == 1 GOTO ErrorHandler  xcopy \\\\user3\\c\\* D:\\RPS_BACKUP\\backups_temp\\user3\\c /h /e /z /f /r /i /s /k  IF NOT ERRORLEVEL == 1 GOTO ErrorHandler  call sub  call zip  :tidyup  rename D:\\RPS_BACKUP\\backups_to_zip backups  pause  goto :eof  :ErrorHandler  echo xcopyerrorcode is ERRORLEVEL contact ryan  pause  </code>']","['if-statement', 'batch-file', 'windows-xp']","[3253574, 3253580, 3253622, 3253686]"
173329,2,How to decrypt a password from SQL server?,"['How to decrypt a password from SQL server?', 'I have this query in sql server 2000:', ""<code>select pwdencrypt('AAAA')</code>"", ""which outputs an encrypted string of 'AAAA':"", '0x0100CF465B7B12625EF019E157120D58DD46569AC7BF4118455D12625EF019E157120D58DD46569AC7BF4118455D', ""<strong>How can I convert (decrypt) the output from its origin (which is 'AAAA')?</strong>""]","['sql-server', 'encryption', 'hash', 'passwords']","[173344, 173351, 173558, 1171947, 173668]"
64786,3,Error handling in Bash,"['Error handling in Bash', 'What is your favorite method to handle errors in Bash?', 'The best example of handling errors I have found on the web was written by William Shotts, Jr at http://www.linuxcommand.org.', 'He suggests using the following function for error handling in Bash:', '<code>#!/bin/bash# A slicker error handling routine# I put a variable in my scripts named PROGNAME which# holds the name of the program being run.', 'You can get this# value from the first item on the command line ($0).# Reference: This was copied from &lt;http://www.linuxcommand.org/wss0150.php&gt;PROGNAME=$(basename $0)function error_exit{#   ----------------------------------------------------------------#   Function for exit due to fatal program error#       Accepts 1 argument:#           string containing descriptive error message#   ----------------------------------------------------------------     echo ""${PROGNAME}: ${1:-""Unknown Error""}"" 1&gt;&amp;2    exit 1}# Example call of the error_exit function.', 'Note the inclusion# of the LINENO environment variable.', 'It contains the current# line number.echo ""Example of error with line number and message""error_exit ""$LINENO: An error has occurred.', '""</code>', 'Do you have a better error handling routine that you use in Bash scripts?']","['bash', 'error-handling', 'error-logging']","[1638824, 69808, 182080, 185900, 1771722, 1877000]"
890128,1,Why are Python lambdas useful?,"['Why are Python lambdas useful?', ""I'm trying to figure out Python lambdas."", 'Is lambda one of those ""interesting"" language items that in real life should be forgotten?', ""I'm sure there are some edge cases where it might be needed, but given the obscurity of it, the potential of it being redefined in future releases (my assumption based on the various definitions of it) and the reduced coding clarity - should it be avoided?"", 'This reminds me of overflowing (buffer overflow) of C types - pointing to the top variable and overloading to set the other field values.', 'It feels like sort of a techie showmanship but maintenance coder nightmare.']","['python', 'function', 'lambda', 'closures']","[890149, 890151, 890154, 890156, 890157, 2136940, 890167, 890188, 890192, 890217, 890317, 890597, 890997, 891098, 2077735, 2077838, 2077894, 3961969]"
2356501,2,How do you round UP a number in Python?,"['How do you round UP a number in Python?', 'This problem is killing me.', 'How does one roundup a number UP in Python?', 'I tried round(number) but it round the number down.', 'Example:', 'The I tried int(number + .5) but it round the number down again!', 'Example:', ""Then I tried round(number + .5) but it won't work in edge cases."", 'Example:', 'Please advise.']","['python', 'floating-point', 'integer', 'rounding', 'python-2.x']","[2516376, 2356515]"
562457,2,Search for all occurrences of a string in a mysql database,"['Search for all occurrences of a string in a mysql database', ""I'm trying to figure out how to locate all occurrences of a url in a database."", 'I want to search all tables and all fields.', ""But I have no idea where to start or if it's even possible.""]",['mysql'],"[562475, 562496, 562501, 563313]"
2223386,1,Why doesn't Java allow overriding of static methods?,"[""Why doesn't Java allow overriding of static methods?"", 'Why is it not possible to override static methods?', 'If possible, please use an example.']","['java', 'static', 'override', 'static-methods']","[2223405, 2223408, 2223477, 2223523, 2223803, 2224212, 2380491]"
210201,2,How to create empty text file from a batch file?,"['How to create empty text file from a batch file?', 'Can somebody remember what was the command to create an empty file in MSDOS using BAT file?']","['command-line', 'dos', 'batch-file']","[211045, 295214, 1330484, 2620900]"
496928,1,What is the difference between instanceof and Class.isAssignableFrom(...)?,"['What is the difference between instanceof and Class.isAssignableFrom(...)?', 'Which of the following is better?', '<code>a instanceof B</code>', 'or', '<code>B.class.isAssignableFrom(a.getClass())</code>', ""The only difference that I know of is, when 'a' is null, the first returns false, while the second throws an exception."", 'Other than that, do they always give the same result?']","['java', 'instanceof', 'reflection']","[496968, 497001, 2472999, 3561415, 3657960, 4409848]"
1162529,3,JavaScript replace/regex,"['JavaScript replace/regex', 'Given this function:', '<code>function Repeater(template) {    var repeater = {        markup: template,        replace: function(pattern, value) {            this.markup = this.markup.replace(pattern, value);        }    };    return repeater;};</code>', 'How do I make <code>this.markup.replace()</code> replace globally?', ""Here's the problem."", 'If I use it like this:', '<code>alert(new Repeater(""$TEST_ONE $TEST_ONE"").replace(""$TEST_ONE"", ""foobar"").markup);</code>', 'The alert\'s value is ""foobar $TEST_ONE"".', 'If I change <code>Repeater</code> to the following, then nothing in replaced in Chrome:', '<code>function Repeater(template) {    var repeater = {        markup: template,        replace: function(pattern, value) {            this.markup = this.markup.replace(new RegExp(pattern, ""gm""), value);        }    };    return repeater;};</code>', '...and the alert is <code>$TEST_ONE $TEST_ONE</code>.']","['javascript', 'regex', 'replace']","[1162538, 1162539, 1162667]"
1869091,2,How to convert an array to object in PHP?,"['How to convert an array to object in PHP?', 'How can i convert an array like this to object?']","['php', 'arrays', 'object', 'casting']","[1869108, 1869147, 1869149, 1869234, 1869340, 1869569]"
3304741,3,"Getting ""type or namespace name could not be found"" but everything seems ok?","['Getting ""type or namespace name could not be found"" but everything seems ok?', ""I'm getting a:"", 'type or namespace name could not be found', 'error for a C# WPF app in VS2010.', ""This area of code was compiling fine, but suddenly I'm getting this error."", ""I've tried removing the Project Reference and the <code>using</code> statement, shutting VS2010 and restarting, but still I have this issue."", ""Any ideas why this might be occurring, where it seems like I'm doing the write thing re Reference &amp; <code>using</code> statement?"", ""I also noted in VS2010 that intellisense for that namespace is working ok, so it seems like VS2010 has the project reference and seeing the namespace on one hand, but during compile doesn't see it?""]","['c#', 'visual-studio-2010', 'namespaces', 'reference', 'directive']","[3304756, 3304809, 3304899]"
3548453,3,Negative matching using grep (match lines that do not contain foo),"['Negative matching using grep (match lines that do not contain foo)', 'I have been trying to work out the syntax for this command:', '<code>grep !', 'error_log | find /home/foo/public_html/ -mmin -60</code>', 'or', ""<code>grep '[^error_log]' | find /home/baumerf/public_html/ -mmin -60</code>"", 'I need to see all files that have been modified except for those named <code>error_log</code>.', ""I've read about it here, but only found one <code>not</code>-regex pattern.""]",['grep'],[3548465]
3949876,2,How to switch databases in psql?,"['How to switch databases in psql?', 'In MySQL I used <code>use database_name;</code>', ""What's the psql equivalent?""]","['postgresql', 'psql']","[3949885, 3949891, 3949893]"
1969476,3,Ajax success event not working,"['Ajax success event not working', 'I have a registration form and am using <code>$.ajax</code> to submit it.', '<strong>This is my AJAX request:</strong>', '<code>$(document).ready(function() {    $(""form#regist"").submit(function() {        var str = $(""#regist"").serialize();        $.ajax({            type: \'POST\',            url: \'submit1.php\',            data: $(""#regist"").serialize(),            dataType: \'json\',            success: function() {                $(""#loading"").append(""&lt;h2&gt;you are here&lt;/h2&gt;"");            }                });        return false;            });});</code>', 'In my <em>submit1.php</em> file I check for the existence of fields <em>email address</em> and <em>username</em> in the database.I wish to display an error message if those value exist <strong>without a page refresh</strong>.', 'How can I add this to the <em>success</em> callback of my AJAX request?']","['javascript', 'jquery', 'ajax']","[1969499, 1969511, 1969520, 3745809]"
275781,1,"Server.MapPath("".","['Server.MapPath("".', '""), Server.MapPath(""~""), Server.MapPath(@""\\""), Server.MapPath(""/"").', 'What is the difference?', 'Can anyone explain the difference between <code>Server.MapPath("".', '"")</code>, <code>Server.MapPath(""~"")</code>, <code>Server.MapPath(@""\\"")</code> and <code>Server.MapPath(""/"")</code>?']","['asp.net', 'path', 'directory', 'mapping', 'filesystems']",[275791]
4146502,2,jQuery selectors on custom data attributes using HTML5,"['jQuery selectors on custom data attributes using HTML5', 'I would like to know what selectors are available for these data attributes that come with HTML5.', 'Taking this piece of HTML as an example:', 'Are there selectors to get:', 'All elements with <code>data-company=""Microsoft""</code> below <code>""Companies""</code>', 'All elements with <code>data-company!=""Microsoft""</code> below <code>""Companies""</code>', 'In other cases is it possible to use other selectors like ""contains, less than, greater than, etc..."".']","['javascript', 'jquery', 'jquery-selectors', 'custom-data-attribute']",[2276093]
1713481,1,Groovy String to int,"['Groovy String to int', 'I have a <code>String</code> that represents an integer value and would like to convert it to an <code>int</code>.', ""Is there a groovy equivalent of Java's <code>Integer.parseInt(String)</code>?""]",['groovy'],"[1713510, 1713550, 1716699, 1724227]"
619856,2,Interface defining a constructor signature?,"['Interface defining a constructor signature?', ""It's weird that this is the first time I've bumped into this problem, but:"", 'How do you define a constructor in a C# interface?', '<strong>Edit</strong>', ""Some people wanted an example (it's a free time project, so yes, it's a game)"", 'IDrawable', '+Update', '+Draw', 'To be able to Update (check for edge of screen etc) and draw itself it will always need a <code>GraphicsDeviceManager</code>.', 'So I want to make sure the object has a reference to it.', 'This would belong in the constructor.', ""Now that I wrote this down I think what I'm implementing here is <code>IObservable</code> and the <code>GraphicsDeviceManager</code> should take the <code>IDrawable</code>...It seems either I don't get the XNA framework, or the framework is not thought out very well."", '<strong>Edit</strong>', 'There seems to be some confusion about my definition of constructor in the context of an interface.', ""An interface can indeed not be instantiated so doesn't need a constructor."", 'What I wanted to define was a signature to a constructor.', 'Exactly like an interface can define a signature of a certain method, the interface could define the signature of a constructor.']","['c#', 'interface', 'constructor']","[619869, 619869, 619891, 619952]"
1551697,3,Getting java.lang.ClassNotFoundException: org.apache.commons.logging.LogFactory exception,"['Getting java.lang.ClassNotFoundException: org.apache.commons.logging.LogFactory exception', 'i am executing simple Dependency Injection program of spring &amp; getting this exception.', 'I have already included common-logging1.1.1.jar and spring.jar file.', 'Could you please help to out?']","['java', 'noclassdeffounderror']","[1551734, 1551740, 1565002, 1956471]"
2983248,3,com.mysql.jdbc.exceptions.jdbc4.CommunicationsException: Communications link failure,"['com.mysql.jdbc.exceptions.jdbc4.CommunicationsException: Communications link failure', ""I'm working on getting my database to talk to my Java programs."", 'Can someone give me a quick and dirty sample program using the JDBC?', ""I'm getting a rather stupendous error:"", 'Contents of the test file:']","['java', 'mysql', 'jdbc']","[2983374, 2983792, 2985169]"
4361553,1,"What is the difference between public, private, and protected?","['What is the difference between public, private, and protected?', 'When and why should I use <code>public</code>, <code>private</code>, and <code>protected</code> functions and variables inside a class?', 'What is the difference between them?', 'Examples:']","['php', 'oop', 'private', 'public', 'protected']","[4361576, 4361579, 4361582, 756861]"
