question_id,post_id,post_body,comments,score,truth,question_type,question_body,tags,favorite_count,view_count
46522749,62220565,"['Using npm:', ""To allow cross-origin requests install 'cors':"", 'Add this in the server-side:']",1,5,Empty,3,"[""How to solve 'Redirect has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header'?"", 'I am working on an app using <code>Vue js</code>.', 'According to my setting I  need to pass to a variable to my URL when setting change.', 'But when my app hit on URL, it shows the following message.']",<javascript><jquery><vuejs2>,924994,37
46522749,57216794,"['I had the same problem in my Vue.js and SpringBoot projects.', 'If somebody work with spring you can add this code:', 'I found solution in this article Build a Simple CRUD App with Spring Boot and Vue.js']",0,4,Empty,3,"[""How to solve 'Redirect has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header'?"", 'I am working on an app using <code>Vue js</code>.', 'According to my setting I  need to pass to a variable to my URL when setting change.', 'But when my app hit on URL, it shows the following message.']",<javascript><jquery><vuejs2>,924994,37
46522749,58656698,"['Try running this command in your terminal and then test it again.', 'Eg:', 'If my <code>originHost</code> equals <code>https://localhost:8081/</code> and my <code>RequestedResource</code> equals <code>https://example.com/</code>', 'My command would be as below:', 'If you can notice the following line then it should work for you.', '&lt; access-control-allow-origin: *', 'Hope this helps.']",0,3,Empty,3,"[""How to solve 'Redirect has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header'?"", 'I am working on an app using <code>Vue js</code>.', 'According to my setting I  need to pass to a variable to my URL when setting change.', 'But when my app hit on URL, it shows the following message.']",<javascript><jquery><vuejs2>,924994,37
42901942,49835269,"['I just came up with a general solution, which should work on most websites.', 'I tried this on Chrome only, but this method should work with any other browser, though, as Dev Tools are pretty much the same in them all.', 'Steps:', ""Open the browser's Dev Tools (usually F12, or Ctrl-Shift-I, or right-click and then Inspect in the popup menu) on the page with the video you are interested in."", 'Go to Network tab and then reload the page.', 'The tab will get populated with a list of requests (may be up to a hundred of them or even more).', 'Search through the names of requests and find the request with <code>.m3u8</code> extension.', 'There may be many of them, but most likely the first or largest is the one you are looking for.', 'It may have any name, e.g.', '<code>playlist.m3u8</code>.', 'Click its name to open the request.', ""Under the Headers subsection you will see request's full URL in the Request URL field."", 'Copy it.', 'Extract the video from m3u8.', ""There are many ways to do it, I'll give you those I tried, but you can google more by &quot;download video from m3u8&quot;."", 'Option 1.', 'If you have VLC player installed, feed the URL to VLC using the &quot;Open Network…&quot; menu option.', ""I'm not going to go into details on this part here, there are a number of comprehensive guides in many places, for example, here."", ""If the page doesn't work, you can always google another one by &quot;vlc download online video&quot;."", 'Option 2.', 'If you are more into command line, use FFMPEG or your own script, as directed in this SuperUser question.']",16,424,Empty,2,"['How do we download a blob url video', 'I want to download a video whose URL is not a simple MP4 file, but rather a blob type for example:', 'Is there any chrome extension or software which can be used to download videos from blob URLs?']",<video><browser><blob><youtube-dl>,902476,252
42901942,55520344,"['Use the HLS Downloader Google Chrome extension to get the link to the M3U playlist.', 'Its icon in the browser bar will show the number of playlists found on the current webpage.', 'Clicking on the icon you can then see a list of the playlist link and then use the copy button next to a link to copy it.', 'Then use the youtube-dl program to download the file.', 'Explanation of command line options:', '-f mp4 = Output format mp4', '--all-subs = Download all subtitles', '-o ""file-name-to-save-as.mp4"" = Name of the file to save the video as.', '""https://link-from-Google_Chrome-HLS_Downloader_extension"" = This is the link to the playlist you copied from the HLS Downloader extension.', 'If you use the same configuration options all the time for youtube-dl you may want to take a look at the configuration options for youtube-dl, as this can save you a lot of typing.', 'The HLS Downloader extension is free and open source under the MIT license if you want to see the code it can be found on its project page on Github.']",13,106,Empty,2,"['How do we download a blob url video', 'I want to download a video whose URL is not a simple MP4 file, but rather a blob type for example:', 'Is there any chrome extension or software which can be used to download videos from blob URLs?']",<video><browser><blob><youtube-dl>,902476,252
42901942,53363200,"['There are a variety of ways to get the URL <code>.m3u8</code> either by viewing the source of a page, looking at the Network tab in the Developer Tools in Chrome, or using a plugin such as HDL/HLS Video Downloader.', 'With the .m3u8 URL in hand you can then use <code>ffmpeg</code> to download the video to a file like so:']",0,51,Empty,2,"['How do we download a blob url video', 'I want to download a video whose URL is not a simple MP4 file, but rather a blob type for example:', 'Is there any chrome extension or software which can be used to download videos from blob URLs?']",<video><browser><blob><youtube-dl>,902476,252
42901942,45735182,"['The process can differ depending on where and how the video is being hosted.', 'Knowing that can help to answer the question in more detail.', 'As an example; this is how you can download videos with blob links on Vimeo.', 'View the source code of the video player iframe', 'Search for mp4', 'Copy link with token query', 'Download before token expires', 'Source &amp; step-by-step instructions here.']",2,44,Empty,2,"['How do we download a blob url video', 'I want to download a video whose URL is not a simple MP4 file, but rather a blob type for example:', 'Is there any chrome extension or software which can be used to download videos from blob URLs?']",<video><browser><blob><youtube-dl>,902476,252
42901942,51091995,"['This is how I manage to ""download"" it:', 'Use inspect-element to identify the URL of the M3U playlist file', 'Download the M3U file', 'Use VLC to read the M3U file, stream and convert the video to MP4', 'In Firefox the M3U file appeared as of type application/vnd.apple.mpegurl', 'The contents of the M3U file would look like:', 'Open VLC medial player and use the Media => Convert option.', 'Use your (saved) M3U file as the source:']",6,44,Empty,2,"['How do we download a blob url video', 'I want to download a video whose URL is not a simple MP4 file, but rather a blob type for example:', 'Is there any chrome extension or software which can be used to download videos from blob URLs?']",<video><browser><blob><youtube-dl>,902476,252
42901942,55071769,"['If you can NOT find the <code>.m3u8</code> file you will need to do a couple of steps different.', '1) Go to the network tab and sort by <code>Media</code>', '2) You will see something here and select the first item.', ""In my example, it's an <code>mpd</code> file."", 'then copy the Request URL.', '3) Next, download the file using your favorite command line tool using the URL from step 2.', '4) Depending on the encoding you might have to join the audio and video files together but this will depend on a video by video case.']",3,35,Empty,2,"['How do we download a blob url video', 'I want to download a video whose URL is not a simple MP4 file, but rather a blob type for example:', 'Is there any chrome extension or software which can be used to download videos from blob URLs?']",<video><browser><blob><youtube-dl>,902476,252
42901942,53564743,"['Find the playlist/manifest with the developer tools network tab.', ""There is always one, as that's how it works."", 'It might have an m3u8 extension that you can type into the Filter.', '(The youtube-dl tool can also find the m3u8 tool automatically some time give it a direct link to the webpage where the video is being displayed.)', 'Give it to the youtube-dl tool (Download).', 'It can download much more than just YouTube.', ""It'll auto-download each segment then combine everything with FFmpeg then discard the parts."", ""There is a good chance it supports the site you want to download from natively, and you don't even need to do step #1."", 'If you find a site that is stubborn and you run into 403 errors... Telerik Fiddler to the rescue.', 'It can catch and save anything transmitted (such as the video file) as it acts as a local proxy.', ""Everything you see/hear can be downloaded, unless it's DRM content like Spotify."", 'Note: in the window, you can use youtube-dl.exe using &quot;Command Prompt&quot; or creating a batch file.', 'i.e', 'Thanks']",4,23,Empty,2,"['How do we download a blob url video', 'I want to download a video whose URL is not a simple MP4 file, but rather a blob type for example:', 'Is there any chrome extension or software which can be used to download videos from blob URLs?']",<video><browser><blob><youtube-dl>,902476,252
42901942,47471207,"['I posted this already at some other websites and though why not share it with guys/gals at stackoverflow.', 'Install the Video DownloadHelper extension on Firefox browser.', 'With DownloadHelper activated, navigate to the webpage containing the video that you want to download.', 'Once the video is streaming, click on the DownloadHelper  icon.', 'It will give you a list of all file formats available on the current video.', 'Scroll onto the file format that you wish to download', 'On the right hand side, you will see an arrow', 'Click on that arrow to get more information regarding the current video and the selected format', 'From the displayed window at the end of that arrow, scroll down and select ""Details""', 'You now have all the details concerning the current video and the selected format.', 'It is something like this.', 'Hit Details⊗', '_needsAggregate', '_needsCoapp', 'actions', 'bitrate', 'chunked', 'descrPrefix', 'durationFloat', 'extension', 'frameId', 'fromCache', 'group', 'hls', 'id', 'isPrivate', 'length', 'masterManifest', 'mediaManifest', 'originalId', 'referrer', 'size', 'status', 'title', 'topUrl', 'url', 'urlFilename', 'Now, look at the specifics of the referrer in that Hit Details.', ""That's the url you want."", 'Copy it and paste on your favorite downloader.']",6,18,Empty,2,"['How do we download a blob url video', 'I want to download a video whose URL is not a simple MP4 file, but rather a blob type for example:', 'Is there any chrome extension or software which can be used to download videos from blob URLs?']",<video><browser><blob><youtube-dl>,902476,252
42901942,45825811,"[""If the blob is instantiated with data from an F4M manifest (check the Network Tab in Chrome's Developer Tools), you can download the video file using the php script posted here: https://n1njahacks.wordpress.com/2015/01/29/how-to-save-hds-flash-streams-from-any-web-page/"", 'By putting:', 'before:', 'you could even run it on a webserver, using requests with the query string: <code>?manifest=[manifest url]</code>.', ""Note that you'll probably want to use an FTP client to retrieve the downloaded video file and clean up after the script (it leaves all the downloaded video parts).""]",0,0,Empty,2,"['How do we download a blob url video', 'I want to download a video whose URL is not a simple MP4 file, but rather a blob type for example:', 'Is there any chrome extension or software which can be used to download videos from blob URLs?']",<video><browser><blob><youtube-dl>,902476,252
42830557,42830632,"['below is used to a add a new remote:', 'below is used to change the url of an existing remote repository:', 'below will push your code to the master branch of the remote repository defined with <code>origin</code> and <code>-u</code> let you point your current local branch to the remote master branch:', 'Documentation']",7,783,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
42830557,47194962,"['Below will reinitialize your local repo; also clearing remote repos (ie origin):', ""Then below, will create 'origin' if it doesn't exist:"", 'Else, you can use the <code>set-url</code> subcommand to edit an existing remote:', 'Also, you can check existing remotes with', 'Hope this helps!']",2,100,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
42830557,42830827,"['When you run <code>git remote add origin git@github.com:User/UserRepo.git</code>, then a new remote created named <code>origin</code>.', ""When you run <code>git remote set-url origin git@github.com:User/UserRepo.git</code>,git searches for existing remote having name <code>origin</code> and change it's remote repository url."", ""If git unable to find any remote having name <code>origin</code>, It raise an error <code>fatal: No such remote 'origin'</code>."", 'If you are going to create a new repository then use <code>git remote add origin git@github.com:User/UserRepo.git</code> to add remote.']",3,71,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
42830557,55314654,"['<code>1.', 'git remote add origin git@github.com:User/UserRepo.git</code>', 'This command is the second step in the command series after you initialize git into your current working repository using <code>git init</code>.', 'This command simply means &quot;you are adding the location of your remote repository where you wish to push/pull your files to/from !', '!..&quot;', 'Your remote repository could be anywhere on github, gitlab, bitbucket, etc.', ""Here <code>origin</code> is an alias/alternate name for your remote repository so that you don't have to type the entire path for remote every time and henceforth you are declaring that you will use this name(origin) to refer to your remote."", 'This name could be anything.', 'To verify that the remote is set properly type : <code>git remote -v</code>', 'OR <code>git remote get-url origin</code>', '<code>2.', 'git remote set-url origin git@github.com:User/UserRepo.git</code>', 'This command means that if at any stage you wish to change the location of your repository(i.e if you made a mistake while adding the remote path using the <code>git add</code> command) the first time, you can easily go back &amp; &quot;reset(update) your current remote repository path&quot; by using the above command.', '<code>3.', 'git push -u origin master</code>', 'This command simply pushes your files to the remote repository.Git has a concept of something known as a &quot;branch&quot;, so by default everything is pushed to the master branch unless explicitly specified an alternate branch.', 'To know about the list of all branches you have in your repository  type :<code>git branch</code>']",0,66,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
42830557,42830624,"['To add a new remote, use the <code>git remote add</code> command on the terminal, in the directory your repository is stored at.', 'The <code>git remote set-url</code> command changes an existing remote repository URL.', 'So basicly, <code>remote add</code> is to add a new one, <code>remote set-url</code> is to update an existing one']",0,48,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
42830557,50811434,"['<code>git remote add</code> => ADDS a new remote.', '<code>git remote set-url</code> => UPDATES existing remote.', 'The remote name that comes after <code>add</code> is a new remote name that did not exist prior to that command.', 'The remote name that comes after <code>set-url</code> should already exist as a remote name to your repository.', '<code>git remote add myupstream someurl</code> => myupstream remote name did not exist now creating it with this command.', ""<code>git remote set-url upstream someurl</code> => upstream remote name already exist i'm just changing it's url.""]",0,45,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
42830557,65557821,"['This is very simple If you have already set a remote origin url then you use <code>set-url</code> command to change that, otherwise simply use <code>add</code> command', ""If you don't have a git repo already initiate one with <code>git init</code>"", '<code>git remote -v</code> Check if any remote already exists', 'If Yes then use <code>git remote set-url origin git@github.com:User/UserRepo.git</code> to change the origin', 'If No then use <code>git remote add origin git@github.com:User/UserRepo.git</code> to set new origin for your repo.', 'and finally use <code>git push -u origin master</code> to push your code to remote and add upstream (tracking) reference to your remote branch.', 'NOTE: If you use <code>-u</code> flag, its for upstream, it enables you to use simply <code>git pull</code> instead of <code>git pull origin &lt;branch-name&gt;</code> in upcoming operations.']",0,25,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
42830557,54983115,['Try this:'],0,21,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
42830557,52641712,"['You can not call <code>remote set-url origin</code> just after <code>git init</code>, Because the <code>git remote set-url</code> command will not  create origin, but it changes an existing remote repository URL.', ""so the command <code>git remote set-url</code> will only work if you've either cloned the repository or manually added a remote called origin."", 'you can check remote with command <code>git remote -v</code> it will show remote url after name, or if this command gives error like <code>fatal: Not a git repository (or any of the parent directories): .git</code> then the repository not exists, so you have to add origin with command <code>git remote add</code>', '1.', '<code>git remote add</code>', 'This command is used to add a new remote, you can use this command on the terminal, in the directory of your repository.', 'The git remote add command takes two arguments:', 'A remote name, for example, origin', 'A remote URL, for example, https://github.com/user/repo.git', 'For example:', '2.<code>git remote set-url</code>', 'The git remote set-url command changes an existing remote repository URL.', 'The git remote set-url command takes two arguments:', 'An existing remote name.', 'For example, <code>origin</code> or <code>upstream</code> are two common choices.', 'A new URL for the remote', ""For example you can change your remote's URL from SSH to HTTPS with the <code>git remote set-url</code> command."", 'you can verify that the remote URL has changed, with command <code>git remote -v</code>.', 'note: &quot;origin&quot; is a convention not part of the command.', '&quot;origin&quot; is the local name of the remote repository.', 'you can use any name instead of &quot;origin&quot;.', 'For example:', 'References from github: remote add, remote set-url']",0,18,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
42830557,61402088,"['if you have existing project and you would like to add remote repository url then you need to do following command', 'if you would like to add readme.md file then you can create it and add it using below command.', 'make your first commit using below command', 'Now you completed all local repository process, now how you add remote repository url ?', 'check below command this is for ssh url, you can change it for https.', 'How you push your first commit see below command :']",0,6,Empty,1,"['git - remote add origin vs remote set-url origin', 'I create a new repository:', 'Then I want to push my commit to the empty remote repository created on github so I have to set remote.', 'What is difference between using following commands ?', ':', 'At the end I perform push:', 'What happens when I call <code>git remote set-url origin</code> just after <code>git init</code>?', 'Does <code>git remote set-url origin</code> create origin?', 'If origin already exists after <code>git init</code> there is no difference between using those commands in my scenario, right?']",<git><github>,899735,190
39399804,39400690,"['The <code>-f</code> is actually required because of the rebase.', 'Whenever you do a rebase you would need to do a force push because the remote branch cannot be fast-forwarded to your commit.', ""You'd always want to make sure that you do a pull before pushing, but if you don't like to force push to master or dev for that matter, you can create a new branch to push to and then merge or make a PR.""]",6,566,Empty,3,"['Updates were rejected because the tip of your current branch is behind its remote counterpart', 'Our workflow is such.', 'We have a branch called <code>dev</code> which I can reach at <code>origin/dev</code>.', 'When we do changes, we create a branch off dev:', ""Now I have a branch called <code>FixForBug</code> which is tracking (I think that's the right word) <code>origin/dev</code>."", ""Thus, if I do a <code>git pull</code> it'll bring in new changes from <code>origin/dev</code> which is great."", ""Now, when I'm finished with my fix, I push to a remote branch called the same thing."", 'First I pull down any changes from <code>origin/dev</code> and do a rebase:', 'Then I push the changes to a remote branch of the same name:', ""Now, there's a branch on the remote server and I can create a pull request for that change to be approved and merged back in to the dev branch."", ""I don't ever push anything to <code>origin/dev</code> myself."", ""I'm guessing this is as pretty common workflow."", 'The first time I do a <code>git push</code>, it works fine and creates the remote branch.', ""However, if I push a second time (let's say during code-review, someone points out a problem), I get the following error:"", 'error: failed to push some refs to', ""'https://github.mydomain.info/Product/product.git'"", 'hint: Updates were rejected because the tip of your current branch is behind its remote counterpart.', 'Integrate the remote changes (e.g.', ""hint: 'git pull ...') before pushing again."", ""See the 'Note about fast-forwards' in 'git push --help' for details."", ""However, if I do a <code>git status</code> it says I'm ahead of <code>origin/dev</code> by 1 commit (which makes sense) and if I follow the hint and run <code>git pull</code>, it says everything is up to date."", ""I think this is because I'm pushing to a different branch than my upstream branch."", 'I can fix this issue by running:', '<code>git push -f origin FixForBug</code>', ""In that case, it'll push the changes to the remote branch, saying (forced update) and everything appears to be good on the remote branch."", 'My Questions:', 'Why is <code>-f</code> required in this scenario?', ""Usually when you're forcing something, it's because you were doing something wrong or at least against standard practice."", 'Am I ok doing this, or will it mess up something in the remote branch or create a hassle for whoever has to eventually merge my stuff into dev?']",<git>,898582,134
39399804,62603479,"['<code>*&quot;The tip of your current branch is behind its remote counterpart&quot;*</code> means that there have been changes on the remote branch that you don’t have locally.', 'And Git tells you to import new changes from <code>REMOTE</code> and merge it with your code and then <code>push</code> it to remote.', 'You can use this command to force changes to the server with the local repository ().', 'remote repo code will be replaced with your local repo code.', 'With the <code>-f</code> tag you will override the remote branch code with your local repo code.']",6,262,Empty,3,"['Updates were rejected because the tip of your current branch is behind its remote counterpart', 'Our workflow is such.', 'We have a branch called <code>dev</code> which I can reach at <code>origin/dev</code>.', 'When we do changes, we create a branch off dev:', ""Now I have a branch called <code>FixForBug</code> which is tracking (I think that's the right word) <code>origin/dev</code>."", ""Thus, if I do a <code>git pull</code> it'll bring in new changes from <code>origin/dev</code> which is great."", ""Now, when I'm finished with my fix, I push to a remote branch called the same thing."", 'First I pull down any changes from <code>origin/dev</code> and do a rebase:', 'Then I push the changes to a remote branch of the same name:', ""Now, there's a branch on the remote server and I can create a pull request for that change to be approved and merged back in to the dev branch."", ""I don't ever push anything to <code>origin/dev</code> myself."", ""I'm guessing this is as pretty common workflow."", 'The first time I do a <code>git push</code>, it works fine and creates the remote branch.', ""However, if I push a second time (let's say during code-review, someone points out a problem), I get the following error:"", 'error: failed to push some refs to', ""'https://github.mydomain.info/Product/product.git'"", 'hint: Updates were rejected because the tip of your current branch is behind its remote counterpart.', 'Integrate the remote changes (e.g.', ""hint: 'git pull ...') before pushing again."", ""See the 'Note about fast-forwards' in 'git push --help' for details."", ""However, if I do a <code>git status</code> it says I'm ahead of <code>origin/dev</code> by 1 commit (which makes sense) and if I follow the hint and run <code>git pull</code>, it says everything is up to date."", ""I think this is because I'm pushing to a different branch than my upstream branch."", 'I can fix this issue by running:', '<code>git push -f origin FixForBug</code>', ""In that case, it'll push the changes to the remote branch, saying (forced update) and everything appears to be good on the remote branch."", 'My Questions:', 'Why is <code>-f</code> required in this scenario?', ""Usually when you're forcing something, it's because you were doing something wrong or at least against standard practice."", 'Am I ok doing this, or will it mess up something in the remote branch or create a hassle for whoever has to eventually merge my stuff into dev?']",<git>,898582,134
39399804,39414252,['To make sure your local branch FixForBug is not ahead of the remote branch FixForBug pull and merge the changes before pushing.'],3,85,Empty,3,"['Updates were rejected because the tip of your current branch is behind its remote counterpart', 'Our workflow is such.', 'We have a branch called <code>dev</code> which I can reach at <code>origin/dev</code>.', 'When we do changes, we create a branch off dev:', ""Now I have a branch called <code>FixForBug</code> which is tracking (I think that's the right word) <code>origin/dev</code>."", ""Thus, if I do a <code>git pull</code> it'll bring in new changes from <code>origin/dev</code> which is great."", ""Now, when I'm finished with my fix, I push to a remote branch called the same thing."", 'First I pull down any changes from <code>origin/dev</code> and do a rebase:', 'Then I push the changes to a remote branch of the same name:', ""Now, there's a branch on the remote server and I can create a pull request for that change to be approved and merged back in to the dev branch."", ""I don't ever push anything to <code>origin/dev</code> myself."", ""I'm guessing this is as pretty common workflow."", 'The first time I do a <code>git push</code>, it works fine and creates the remote branch.', ""However, if I push a second time (let's say during code-review, someone points out a problem), I get the following error:"", 'error: failed to push some refs to', ""'https://github.mydomain.info/Product/product.git'"", 'hint: Updates were rejected because the tip of your current branch is behind its remote counterpart.', 'Integrate the remote changes (e.g.', ""hint: 'git pull ...') before pushing again."", ""See the 'Note about fast-forwards' in 'git push --help' for details."", ""However, if I do a <code>git status</code> it says I'm ahead of <code>origin/dev</code> by 1 commit (which makes sense) and if I follow the hint and run <code>git pull</code>, it says everything is up to date."", ""I think this is because I'm pushing to a different branch than my upstream branch."", 'I can fix this issue by running:', '<code>git push -f origin FixForBug</code>', ""In that case, it'll push the changes to the remote branch, saying (forced update) and everything appears to be good on the remote branch."", 'My Questions:', 'Why is <code>-f</code> required in this scenario?', ""Usually when you're forcing something, it's because you were doing something wrong or at least against standard practice."", 'Am I ok doing this, or will it mess up something in the remote branch or create a hassle for whoever has to eventually merge my stuff into dev?']",<git>,898582,134
39399804,63907547,"['Set the current branch name, like master:', '<code>git pull --rebase origin master</code>', '<code>git push origin master</code>', 'Or branch name develop', '<code>git pull --rebase origin develop</code>', '<code>git push origin develop</code>']",0,29,Empty,3,"['Updates were rejected because the tip of your current branch is behind its remote counterpart', 'Our workflow is such.', 'We have a branch called <code>dev</code> which I can reach at <code>origin/dev</code>.', 'When we do changes, we create a branch off dev:', ""Now I have a branch called <code>FixForBug</code> which is tracking (I think that's the right word) <code>origin/dev</code>."", ""Thus, if I do a <code>git pull</code> it'll bring in new changes from <code>origin/dev</code> which is great."", ""Now, when I'm finished with my fix, I push to a remote branch called the same thing."", 'First I pull down any changes from <code>origin/dev</code> and do a rebase:', 'Then I push the changes to a remote branch of the same name:', ""Now, there's a branch on the remote server and I can create a pull request for that change to be approved and merged back in to the dev branch."", ""I don't ever push anything to <code>origin/dev</code> myself."", ""I'm guessing this is as pretty common workflow."", 'The first time I do a <code>git push</code>, it works fine and creates the remote branch.', ""However, if I push a second time (let's say during code-review, someone points out a problem), I get the following error:"", 'error: failed to push some refs to', ""'https://github.mydomain.info/Product/product.git'"", 'hint: Updates were rejected because the tip of your current branch is behind its remote counterpart.', 'Integrate the remote changes (e.g.', ""hint: 'git pull ...') before pushing again."", ""See the 'Note about fast-forwards' in 'git push --help' for details."", ""However, if I do a <code>git status</code> it says I'm ahead of <code>origin/dev</code> by 1 commit (which makes sense) and if I follow the hint and run <code>git pull</code>, it says everything is up to date."", ""I think this is because I'm pushing to a different branch than my upstream branch."", 'I can fix this issue by running:', '<code>git push -f origin FixForBug</code>', ""In that case, it'll push the changes to the remote branch, saying (forced update) and everything appears to be good on the remote branch."", 'My Questions:', 'Why is <code>-f</code> required in this scenario?', ""Usually when you're forcing something, it's because you were doing something wrong or at least against standard practice."", 'Am I ok doing this, or will it mess up something in the remote branch or create a hassle for whoever has to eventually merge my stuff into dev?']",<git>,898582,134
39399804,39400909,"['If you want to avoid having to use <code>-f</code>, then you can use just', 'instead of', 'The non-rebase will fetch the changes from <code>origin/dev</code> and merge them into your <code>FixForBug</code> branch.', 'Then, you will be able to run', 'without using <code>-f</code>.']",2,27,Empty,3,"['Updates were rejected because the tip of your current branch is behind its remote counterpart', 'Our workflow is such.', 'We have a branch called <code>dev</code> which I can reach at <code>origin/dev</code>.', 'When we do changes, we create a branch off dev:', ""Now I have a branch called <code>FixForBug</code> which is tracking (I think that's the right word) <code>origin/dev</code>."", ""Thus, if I do a <code>git pull</code> it'll bring in new changes from <code>origin/dev</code> which is great."", ""Now, when I'm finished with my fix, I push to a remote branch called the same thing."", 'First I pull down any changes from <code>origin/dev</code> and do a rebase:', 'Then I push the changes to a remote branch of the same name:', ""Now, there's a branch on the remote server and I can create a pull request for that change to be approved and merged back in to the dev branch."", ""I don't ever push anything to <code>origin/dev</code> myself."", ""I'm guessing this is as pretty common workflow."", 'The first time I do a <code>git push</code>, it works fine and creates the remote branch.', ""However, if I push a second time (let's say during code-review, someone points out a problem), I get the following error:"", 'error: failed to push some refs to', ""'https://github.mydomain.info/Product/product.git'"", 'hint: Updates were rejected because the tip of your current branch is behind its remote counterpart.', 'Integrate the remote changes (e.g.', ""hint: 'git pull ...') before pushing again."", ""See the 'Note about fast-forwards' in 'git push --help' for details."", ""However, if I do a <code>git status</code> it says I'm ahead of <code>origin/dev</code> by 1 commit (which makes sense) and if I follow the hint and run <code>git pull</code>, it says everything is up to date."", ""I think this is because I'm pushing to a different branch than my upstream branch."", 'I can fix this issue by running:', '<code>git push -f origin FixForBug</code>', ""In that case, it'll push the changes to the remote branch, saying (forced update) and everything appears to be good on the remote branch."", 'My Questions:', 'Why is <code>-f</code> required in this scenario?', ""Usually when you're forcing something, it's because you were doing something wrong or at least against standard practice."", 'Am I ok doing this, or will it mess up something in the remote branch or create a hassle for whoever has to eventually merge my stuff into dev?']",<git>,898582,134
